869 75684
539 753 79799
832 677 42805
744 80 88767
161 469 43487
365 189 78550
119 680 78483
477 31 14073
374 750 60500
721 595 29266
193 820 34781
537 652 93045
69 604 23715
62 676 88777
742 481 73173
504 764 9978
764 156 408
667 91 65675
739 87 68456
358 27 59327
548 750 55783
282 790 46646
567 343 65748
779 491 48671
313 387 85043
387 421 47961
828 15 69440
284 66 10712
622 559 36941
351 153 1324
67 70 49323
229 294 49342
667 641 7096
8 750 35013
508 632 59176
635 85 20594
257 647 72565
310 830 82223
180 692 68655
663 435 47549
373 746 12265
573 131 10865
311 202 29572
716 824 27816
224 770 94601
360 53 39849
313 138 55446
707 648 48021
755 770 88197
831 277 89769
74 783 40417
284 225 75615
662 102 72195
328 405 19255
186 165 16191
716 100 31407
828 241 5178
360 583 60633
331 865 25863
557 351 19944
626 194 28793
682 265 28347
857 683 7958
66 402 18971
86 244 18644
146 615 26678
212 153 81430
547 744 4280
347 693 32267
676 475 37493
209 126 49243
767 427 89425
868 16 87487
553 749 54239
203 741 78780
376 213 42366
309 688 32153
458 417 66210
787 28 61580
758 170 84300
241 29 74801
207 836 69749
413 638 67884
676 625 3415
784 829 96737
179 75 19286
208 296 49965
412 221 71464
698 127 31600
763 37 17445
712 376 86408
545 567 35283
799 544 81197
565 858 53114
794 258 55624
228 519 41859
19 763 40037
99 828 37726
273 37 35025
859 38 62562
168 228 70153
459 774 82686
821 361 23985
545 867 14291
196 193 1370
173 382 53720
852 412 68247
54 535 50960
76 640 78620
474 261 32173
457 175 47925
724 45 35882
329 820 56584
610 185 27597
539 445 79585
135 709 36302
140 690 22526
95 817 12950
409 626 48656
681 709 68959
787 127 42443
199 854 45040
788 547 29967
384 788 55084
801 277 66266
676 423 19550
791 628 25268
333 427 9964
48 155 39998
845 245 83472
551 615 22382
736 203 82859
334 541 16383
152 297 97074
412 253 16369
248 150 45639
832 55 25770
777 510 18578
724 661 41023
270 309 30428
106 812 30377
198 471 38117
409 376 96996
562 138 83079
532 815 24579
185 843 47677
117 33 56712
164 149 2183
35 576 10704
373 533 25481
855 279 98682
364 534 71629
102 821 9120
747 231 25782
358 751 8324
384 801 28447
43 800 3946
535 28 64697
126 692 84007
684 550 44014
6 187 64861
358 311 59710
79 640 39923
507 456 14800
56 304 88068
408 664 9648
228 264 27202
431 534 45208
798 433 16696
464 404 42053
470 444 92965
394 226 14802
222 109 89810
333 846 56746
628 114 51416
172 400 97224
379 713 99821
159 442 18624
16 138 53493
682 204 97609
173 792 26918
798 495 37264
315 308 38515
623 515 13941
30 375 47857
333 34 44258
523 281 8690
642 676 20673
759 126 75927
627 310 15273
733 442 25600
676 570 59172
20 68 31373
269 457 17169
663 534 91780
536 249 63703
143 303 79265
827 413 12648
785 801 33737
165 18 86820
86 604 12010
10 248 24632
76 472 51774
585 813 43427
77 833 25734
287 356 14775
132 220 57492
326 212 40561
42 376 49950
812 806 66728
765 817 58464
504 775 81123
516 586 61545
686 179 26740
593 222 81170
435 386 29399
60 132 22982
30 750 39505
485 266 18606
652 515 95940
388 754 10643
394 496 11166
64 514 82414
761 802 45805
270 65 84305
735 659 28684
715 320 16528
490 687 1153
217 770 10600
387 445 6352
243 124 89846
338 608 87788
248 461 40097
753 583 8163
532 41 28556
763 738 27157
379 223 14558
13 860 55023
395 740 89777
353 833 74333
357 800 13103
62 316 91855
488 153 98365
183 542 37261
588 862 25023
544 380 11483
617 756 81502
655 172 19817
615 125 69713
486 359 63800
364 91 66686
50 413 5700
628 83 51702
267 173 42393
85 218 75568
501 221 96270
391 48 16844
492 753 70468
819 702 72867
432 406 2787
842 861 76673
148 502 16099
196 780 73563
788 359 60356
472 492 34769
583 444 47343
789 175 34409
810 738 71642
635 293 9937
304 847 79623
278 744 89203
333 149 92572
399 253 79341
757 543 95168
796 601 91392
275 628 80738
378 652 87857
547 625 52806
110 316 73142
357 80 5894
604 573 4005
579 842 40574
587 511 59185
438 353 2582
782 53 64267
98 522 38685
690 11 12021
458 142 76935
492 68 51736
472 48 96201
497 780 26287
440 441 19533
852 365 40022
810 843 18009
461 652 28023
425 302 50430
414 100 21472
563 48 66814
352 634 15043
242 68 81225
463 339 42209
764 65 93039
845 778 63761
355 307 61068
177 786 47134
77 416 52284
867 295 91899
396 785 22953
363 209 68303
409 270 31392
90 454 18637
583 373 99701
827 848 27615
37 631 58660
726 552 541
380 666 78282
481 784 29302
746 797 12850
814 804 3548
282 242 61359
539 110 15848
168 642 25161
182 556 14644
171 746 71074
524 760 24132
123 411 36073
863 589 51800
144 169 68993
437 681 21931
398 29 89257
109 816 40402
838 153 80381
356 705 13774
19 589 94669
275 201 10133
403 623 93475
13 21 13730
428 146 22630
591 663 62743
592 594 73312
110 787 64264
529 304 85414
300 744 50872
482 49 38943
176 175 63764
627 607 9580
554 467 5133
479 3 78446
822 819 49135
368 671 97753
161 458 3817
173 683 69508
651 368 16896
144 864 12908
614 741 79965
5 747 86647
590 107 78989
192 778 85571
389 123 50709
665 210 70422
151 209 44338
447 357 37616
296 71 61049
732 168 74219
565 2 84574
200 463 34837
817 83 46183
30 195 57202
596 769 29928
615 563 80137
482 143 12815
474 829 91818
212 150 98427
170 200 42813
690 657 45032
316 605 27750
341 326 65681
722 687 99000
143 327 24155
868 44 26060
769 668 73971
343 378 94120
459 314 30897
429 205 89099
434 760 57249
495 799 69350
725 458 85271
691 228 94843
777 364 44789
739 841 79177
102 323 57831
612 146 39122
213 534 98259
86 155 94289
78 547 40443
359 615 88776
558 660 49380
181 38 13606
794 422 79122
828 790 39385
248 507 80835
496 177 84363
862 743 87165
581 613 43649
105 460 49500
671 803 62063
764 499 75102
374 845 79135
660 417 27767
793 760 61130
239 818 63880
101 824 335
689 238 97978
631 418 92492
104 696 25371
174 855 40289
814 173 40258
735 356 62868
371 395 67654
14 806 74175
502 867 17968
760 396 79434
605 308 57864
67 624 23361
450 285 22416
171 824 46291
473 839 15133
118 600 72548
70 790 23375
408 687 33954
429 512 999
713 736 85432
771 643 55709
855 829 70028
673 408 96930
438 849 75047
275 8 34872
452 369 84162
28 354 95649
500 821 37617
116 118 62882
393 600 82368
740 859 40470
542 748 6751
311 231 37662
794 570 50033
399 724 52156
186 771 36395
869 406 38086
403 434 94448
326 31 53599
426 705 69523
322 407 31508
850 722 18716
463 423 928
313 316 41065
380 378 50278
810 681 23782
363 140 98525
117 24 41100
270 404 82685
614 790 82341
358 492 3365
712 792 25878
315 688 87337
95 298 82386
354 11 96765
119 263 80641
434 622 22344
749 609 63619
588 660 90718
186 468 33819
537 142 94586
555 826 53831
587 152 96520
149 689 85046
393 551 22494
461 297 16716
656 485 81778
376 459 9345
493 385 57299
654 691 22482
517 575 49761
305 136 84183
269 226 92308
219 603 62737
349 413 72369
827 300 73818
333 663 59296
839 392 55802
721 726 36577
404 740 22947
338 726 53860
683 657 82225
632 502 6840
520 720 50122
819 230 38793
309 775 38230
108 539 40521
847 853 40080
165 312 69329
717 495 92231
400 632 80148
120 278 14460
660 763 79875
319 303 83328
254 844 10743
217 225 92363
417 648 98169
42 157 77912
349 733 58187
328 530 96351
842 43 28194
433 48 18025
581 747 65057
456 365 45312
579 587 74024
842 215 70039
176 446 78808
495 461 40663
318 863 65851
114 458 93107
510 208 76467
547 182 78416
190 787 51021
259 418 84640
223 837 34416
219 508 62080
372 445 74864
179 591 86505
237 866 89784
23 420 27814
395 347 17631
362 150 99424
820 290 49612
357 572 77740
589 290 17839
263 528 72197
862 761 61636
784 491 57607
504 744 71507
104 196 46675
110 158 67723
223 633 1577
700 213 84681
701 513 50194
126 139 53114
621 548 32480
370 535 20304
187 262 33583
169 228 71859
53 861 27351
811 714 23584
327 711 22216
797 662 5237
749 33 25744
241 780 25647
71 153 92882
474 580 327
532 429 30527
551 226 76166
358 689 77160
397 155 17951
275 728 85169
867 844 95608
666 48 24967
230 112 40705
64 363 27795
378 418 24683
402 183 37291
576 31 72193
213 588 73870
829 567 42882
70 635 29429
688 8 6502
722 276 91540
220 368 3496
824 420 81228
137 347 85648
813 842 83332
407 522 78342
133 355 44993
448 779 50328
39 688 69603
187 730 36170
480 662 66417
569 310 86709
39 25 60635
582 376 8919
798 35 18240
216 365 15218
153 547 41451
204 122 46033
763 17 34700
226 672 14653
230 77 12383
659 307 9956
144 702 79789
290 554 29576
205 233 59877
325 401 86280
821 17 48696
174 146 30933
507 699 41232
594 105 59649
107 30 52667
375 829 20109
850 767 70094
432 750 39282
475 833 85746
289 842 77861
416 199 99985
430 47 17781
374 61 26670
70 294 2198
526 710 5816
27 460 19384
495 453 49964
338 157 51549
727 95 26487
567 48 32348
314 679 1587
105 695 93780
414 328 8277
98 221 8378
316 71 51053
547 649 96252
6 762 91083
129 676 10540
486 547 91076
222 140 3230
649 345 52088
247 556 47068
79 498 92443
839 624 79048
867 135 20216
453 380 83323
850 80 61983
499 245 10181
531 710 10638
19 123 6510
370 395 8465
711 480 70216
574 389 63766
834 682 66607
37 618 98832
122 205 3064
284 598 22261
141 209 17395
446 729 2509
747 44 89629
33 6 83273
172 430 75909
193 770 4646
317 434 74395
141 344 62314
91 298 69440
390 385 19013
585 317 19445
220 153 55988
428 405 43703
834 392 21854
11 480 59735
839 602 5180
186 292 81984
820 840 24576
728 220 63543
46 317 36059
739 678 28396
77 15 31058
36 601 48702
856 635 66784
353 76 67309
769 147 90988
857 789 63683
521 465 18460
306 627 47364
492 783 3625
70 445 87556
846 159 49078
487 719 99067
198 565 64313
713 785 40650
261 180 58841
85 202 29306
94 288 56474
389 803 59474
25 375 21791
439 756 31089
427 163 41220
479 135 6450
699 500 84829
239 796 77640
742 437 68144
80 353 64222
584 412 76240
363 221 11009
207 84 11490
289 495 27913
114 338 6207
220 749 70153
559 423 44497
515 632 28627
593 31 51064
717 351 58674
188 423 40483
788 625 23237
841 509 96618
51 727 98031
560 627 49536
466 728 32684
224 603 87798
354 161 27149
263 672 43183
195 724 11190
164 556 53544
434 456 75620
3 213 4094
162 723 71189
17 323 86589
842 110 98399
328 210 86845
120 16 57234
709 491 62215
609 691 2116
473 126 51837
752 368 87539
130 627 64880
763 327 83137
301 770 1018
756 77 3714
431 469 14549
831 556 20708
302 545 7375
230 319 62150
279 469 28191
826 830 11864
366 82 79993
316 438 50104
231 378 36944
327 139 68818
213 224 50855
731 430 25772
234 613 41192
352 714 67792
32 695 89881
365 599 98114
147 737 51004
199 274 80324
71 40 43255
8 64 42177
472 495 78856
331 481 68431
415 263 32610
553 377 12273
483 667 49476
636 485 18456
702 747 83085
287 13 45308
350 497 86550
179 553 41439
410 670 87838
542 792 82329
661 254 44387
246 768 17681
67 348 57476
760 166 51280
183 845 24198
381 557 97736
718 323 61554
10 537 2123
8 11 37027
733 181 65459
75 793 11939
11 60 51340
485 319 23785
618 212 68816
642 665 18858
246 717 26224
209 362 89321
643 644 60751
608 811 83199
638 53 47791
251 676 62534
393 764 50332
260 366 64870
200 31 75870
521 630 92473
515 705 59528
712 394 74684
669 220 92546
769 388 90606
401 166 85230
609 294 86887
790 485 48502
502 858 57543
245 620 73731
226 428 96277
334 770 67966
690 390 74221
166 165 24423
309 452 58489
198 578 85491
625 826 22950
659 476 59999
731 465 56342
146 208 85024
534 37 34061
558 240 66110
665 184 86405
831 770 31702
514 8 28520
655 142 306
560 46 76510
153 322 55130
70 436 4845
851 181 44091
492 134 4392
290 135 46234
102 869 76123
831 511 99712
519 518 69358
801 76 34035
573 68 24110
37 750 59388
866 601 41921
253 533 85269
377 210 7203
393 600 59585
13 559 4968
658 39 4712
336 730 12765
777 787 77278
610 126 7029
286 149 39838
615 687 8667
79 471 6728
845 664 76219
751 712 82209
495 266 80831
51 516 58351
590 76 20538
448 768 94777
508 353 11576
521 361 48558
646 78 55578
444 293 99542
43 474 78330
480 539 13560
91 123 40096
113 5 70616
250 359 16468
562 657 68187
103 271 37140
335 452 32165
254 279 90068
432 76 52223
406 449 81436
566 656 43076
708 470 52662
117 524 93794
247 738 86854
769 537 65186
167 509 91387
191 90 45047
285 63 88111
740 374 98357
682 457 84372
294 746 66725
306 312 58918
18 576 58472
17 270 863
271 184 1067
677 787 38704
471 647 16511
457 842 43132
377 791 21820
40 549 6097
523 552 97738
597 508 35581
185 94 78752
669 854 24724
423 446 31327
848 537 17913
109 336 96235
354 839 44478
322 544 65518
811 286 43647
511 724 640
182 769 66202
84 289 43981
298 445 89709
734 525 37704
503 612 99636
788 322 90548
218 452 97361
131 613 89105
315 833 45768
744 618 21139
89 763 44002
83 365 79976
654 838 75652
378 183 63396
483 696 42029
863 389 3523
839 867 52536
387 807 43094
43 844 46648
384 89 71539
185 139 24391
77 810 3721
681 108 29614
708 191 63805
533 418 19598
211 637 53649
315 178 56585
531 69 19812
839 196 30341
488 439 88566
294 333 44241
127 590 40922
861 259 99371
96 847 65849
582 431 85977
533 649 91545
48 764 21778
297 704 22653
618 785 20111
334 261 26538
469 242 98241
234 229 99565
746 434 56483
261 422 30752
659 353 27801
372 42 11013
522 601 86014
423 635 71557
736 261 13308
711 745 41560
67 863 84914
137 839 21346
332 135 7012
294 124 87299
419 708 29869
169 821 92960
469 502 62875
412 595 28921
538 231 59241
451 297 89137
435 818 17783
59 732 86485
733 496 71484
144 828 7042
840 573 14542
239 28 73775
630 222 72869
511 859 24710
53 315 91421
461 70 93182
636 182 75687
605 617 11615
103 195 24222
802 729 78887
426 793 18748
544 440 2251
502 612 31636
645 407 42762
266 603 41591
258 721 64268
577 584 53223
167 147 8175
686 580 27106
787 499 54513
375 747 22899
684 220 81701
526 835 98247
291 39 61053
526 459 36096
518 310 89847
197 568 92629
547 349 97664
75 629 66855
341 775 90673
161 837 89005
133 685 12557
230 415 81842
468 504 99558
642 288 60935
211 372 30428
189 750 93988
227 645 24123
756 485 26153
23 581 64730
513 17 85933
605 516 94642
376 522 43655
287 228 45827
821 676 67960
547 640 35859
385 756 80982
340 104 39070
595 847 62749
547 737 36136
690 451 99029
422 79 92356
351 540 29241
752 152 910
206 537 35257
53 692 56485
588 543 72272
566 868 42580
587 762 98173
670 477 76802
329 482 45556
488 706 8930
393 725 1502
124 630 49371
391 311 55483
461 745 79116
536 577 74292
122 651 61674
688 405 27655
12 690 36490
293 599 15761
835 588 20833
610 219 2711
407 532 45104
585 736 52794
63 133 87069
829 702 23513
30 865 18204
785 250 553
463 164 43781
617 415 54344
41 64 49778
390 688 88039
602 395 11965
550 78 18345
846 115 25988
417 433 43149
817 594 25956
573 325 56507
287 692 50944
87 414 60690
794 390 36247
836 335 2136
645 445 8115
163 801 8235
309 165 33534
487 556 18958
307 336 64933
848 90 26891
526 535 32214
514 776 56503
260 151 75357
600 612 89334
115 471 47169
684 440 31117
71 715 95410
27 582 37474
461 607 39896
8 842 16031
437 239 58758
168 189 22961
671 504 19138
501 127 5634
106 446 85694
361 673 43937
759 752 22460
23 773 16472
66 415 4713
105 59 46161
704 37 57845
757 240 63876
179 284 91423
139 384 56884
707 251 61593
474 248 77696
441 845 79024
534 213 89170
132 201 32623
396 550 63769
37 537 71796
108 616 69288
452 819 464
523 87 49275
435 854 67322
339 611 92183
793 720 70694
651 76 83276
288 341 72628
248 859 39189
310 108 66980
701 512 25378
390 313 26681
179 434 81917
157 866 66298
424 565 80312
704 693 24248
724 252 58464
438 284 18628
175 47 79465
840 739 59255
777 757 97666
301 39 78978
660 314 50881
583 574 48047
520 215 63804
339 743 40328
344 163 80810
184 400 41326
854 506 29820
101 868 88433
143 123 30405
309 597 92438
318 694 74045
850 87 90563
803 333 50265
389 474 17782
752 375 65663
95 13 43323
86 407 68785
400 258 55335
813 273 52401
757 181 78447
183 454 11823
814 464 79463
183 524 20027
256 780 75662
571 567 20547
272 602 61229
155 364 75233
832 510 30469
623 185 5466
794 672 42534
11 19 68456
274 215 75220
620 624 94871
588 676 8002
548 119 5839
167 546 97655
523 699 96019
177 141 76183
775 312 16088
398 81 61891
498 452 33559
194 622 63295
791 41 45604
96 27 74513
764 274 80210
510 367 47480
354 133 84831
862 364 85521
691 554 7907
35 734 51518
290 352 35670
391 150 61306
438 748 77350
110 804 94674
703 146 60855
841 600 32331
97 549 66270
638 760 63385
422 121 9473
407 438 95897
426 482 87614
191 557 65824
208 148 91150
409 650 49950
441 210 41434
139 65 33007
537 604 85682
776 340 39740
78 383 74540
448 715 98579
487 735 67210
774 502 25209
729 157 25037
828 786 95248
579 687 15589
501 278 28045
377 191 22394
345 58 25003
548 98 66334
27 689 71076
611 150 94910
137 178 31379
8 515 32975
7 713 62135
342 438 25283
559 421 24518
121 389 44714
370 319 28321
742 714 88209
305 114 15008
520 53 3042
380 571 40588
806 393 93885
270 655 99853
538 89 54579
8 580 85816
54 209 2698
70 80 11434
327 705 42549
441 490 48520
625 777 2772
405 171 52819
441 777 67072
222 603 53189
170 365 90515
676 626 47700
808 476 3576
471 435 41230
382 79 61331
683 705 29787
277 216 20332
677 349 60714
419 133 24211
123 566 5082
197 735 21113
477 240 44842
707 548 10416
617 3 61351
567 456 26020
159 509 36240
350 61 36763
96 349 66288
679 644 38930
233 142 37991
733 14 45851
791 835 62509
291 152 36454
714 64 67022
117 513 20034
255 839 20605
398 126 77177
228 685 66581
756 92 56483
643 48 27371
358 334 72437
561 195 2210
391 364 85247
501 627 48768
387 547 57186
359 442 1942
289 132 95524
314 324 86423
27 277 23883
216 19 15911
598 359 3850
429 633 64685
823 457 36675
240 302 72408
808 10 22542
135 557 60963
578 689 25907
549 161 31956
451 533 3157
730 89 57474
303 842 21482
132 497 58860
591 623 23875
378 309 77042
392 223 32734
455 300 89466
458 403 31762
809 494 44737
811 466 91638
810 201 52563
201 55 92409
593 503 81690
182 741 78927
165 368 72801
510 546 7751
113 32 52140
444 133 24015
211 146 19743
166 200 73411
553 201 58873
834 566 32691
538 385 31316
823 508 27021
468 691 71254
710 556 80465
103 481 40628
148 648 17261
570 323 67134
419 231 99357
695 496 60312
39 21 31870
2 145 68457
452 158 97105
29 791 14178
114 629 2871
310 397 62966
722 138 58526
